time,open,high,low,close,volume
2025-09-01 01:05:00,3445.94,3445.94,3442.46,3443.39,289.0
2025-09-01 01:10:00,3443.32,3447.43,3442.98,3445.83,278.0
2025-09-01 01:15:00,3445.74,3447.33,3445.65,3446.13,215.0
2025-09-01 01:20:00,3446.14,3446.98,3445.46,3446.98,224.0
2025-09-01 01:25:00,3446.75,3448.61,3446.75,3448.01,229.0
2025-09-01 01:30:00,3447.99,3451.27,3447.75,3451.23,248.0
2025-09-01 01:35:00,3451.25,3452.54,3450.56,3450.71,220.0
2025-09-01 01:40:00,3450.72,3450.86,3448.84,3449.76,273.0
2025-09-01 01:45:00,3449.78,3450.01,3449.09,3449.57,212.0
2025-09-01 01:50:00,3449.68,3450.37,3449.6,3450.19,156.0
2025-09-01 01:55:00,3450.21,3450.72,3449.98,3450.27,118.0
2025-09-01 02:00:00,3450.3,3450.48,3449.61,3450.24,143.0
2025-09-01 02:05:00,3450.3,3450.74,3449.64,3449.73,163.0
2025-09-01 02:10:00,3449.73,3449.97,3448.5,3448.88,214.0
2025-09-01 02:15:00,3448.88,3448.88,3446.74,3446.74,145.0
2025-09-01 02:20:00,3446.85,3447.54,3446.85,3447.14,174.0
2025-09-01 02:25:00,3447.18,3447.39,3446.54,3446.73,134.0
2025-09-01 02:30:00,3446.71,3447.13,3446.55,3446.75,139.0
2025-09-01 02:35:00,3446.72,3446.78,3445.64,3445.81,142.0
2025-09-01 02:40:00,3445.75,3445.91,3444.68,3445.3,189.0
2025-09-01 02:45:00,3445.35,3447.0,3445.15,3446.45,258.0
2025-09-01 02:50:00,3446.49,3449.39,3445.81,3448.53,308.0
2025-09-01 02:55:00,3448.53,3448.65,3447.77,3448.01,286.0
2025-09-01 03:00:00,3447.87,3447.87,3444.37,3444.74,375.0
2025-09-01 03:05:00,3444.71,3445.18,3443.51,3444.0,330.0
2025-09-01 03:10:00,3443.86,3444.22,3443.24,3443.6,284.0
2025-09-01 03:15:00,3443.59,3444.99,3443.43,3444.0,288.0
2025-09-01 03:20:00,3444.01,3445.14,3443.54,3443.96,288.0
2025-09-01 03:25:00,3443.96,3445.65,3442.78,3445.3,290.0
2025-09-01 03:30:00,3445.33,3445.95,3444.2,3444.43,263.0
2025-09-01 03:35:00,3444.41,3444.84,3444.1,3444.7,225.0
2025-09-01 03:40:00,3444.67,3445.39,3443.37,3443.57,324.0
2025-09-01 03:45:00,3443.59,3444.18,3443.05,3443.76,253.0
2025-09-01 03:50:00,3443.72,3443.9,3442.83,3443.21,285.0
2025-09-01 03:55:00,3443.2,3444.25,3443.14,3444.12,236.0
2025-09-01 04:00:00,3444.06,3445.51,3442.3,3443.29,402.0
2025-09-01 04:05:00,3443.46,3443.88,3439.82,3440.52,412.0
2025-09-01 04:10:00,3440.53,3440.76,3439.0,3439.61,417.0
2025-09-01 04:15:00,3439.54,3440.52,3439.2,3439.68,393.0
2025-09-01 04:20:00,3439.56,3439.64,3438.1,3438.89,368.0
2025-09-01 04:25:00,3438.72,3439.43,3437.12,3439.07,402.0
2025-09-01 04:30:00,3439.05,3442.64,3438.42,3441.7,406.0
2025-09-01 04:35:00,3441.59,3442.17,3439.95,3442.17,364.0
2025-09-01 04:40:00,3442.24,3447.12,3441.91,3447.03,413.0
2025-09-01 04:45:00,3447.04,3450.0,3446.51,3448.51,457.0
2025-09-01 04:50:00,3448.51,3451.29,3448.49,3449.75,451.0
2025-09-01 04:55:00,3449.76,3459.29,3449.45,3457.36,462.0
2025-09-01 05:00:00,3457.34,3458.58,3455.25,3457.85,426.0
2025-09-01 05:05:00,3457.74,3471.4,3457.68,3466.43,487.0
2025-09-01 05:10:00,3466.55,3467.38,3458.1,3458.57,478.0
2025-09-01 05:15:00,3458.57,3461.27,3455.98,3460.02,441.0
2025-09-01 05:20:00,3459.99,3462.66,3457.81,3461.68,447.0
2025-09-01 05:25:00,3461.79,3469.19,3461.79,3466.31,462.0
2025-09-01 05:30:00,3466.37,3469.27,3465.54,3469.22,473.0
2025-09-01 05:35:00,3469.08,3472.28,3467.89,3471.42,495.0
2025-09-01 05:40:00,3471.31,3476.41,3471.15,3475.4,489.0
2025-09-01 05:45:00,3475.63,3478.53,3474.4,3476.31,453.0
2025-09-01 05:50:00,3476.32,3476.73,3474.25,3475.24,432.0
2025-09-01 05:55:00,3475.16,3484.72,3474.74,3483.57,467.0
2025-09-01 06:00:00,3483.67,3486.04,3478.26,3478.52,452.0
2025-09-01 06:05:00,3478.52,3479.34,3474.03,3474.44,454.0
2025-09-01 06:10:00,3474.47,3474.55,3469.94,3473.42,432.0
2025-09-01 06:15:00,3473.4,3476.2,3471.83,3473.13,391.0
2025-09-01 06:20:00,3473.12,3473.9,3470.55,3473.41,401.0
2025-09-01 06:25:00,3473.32,3473.93,3469.75,3471.6,385.0
2025-09-01 06:30:00,3471.64,3476.23,3471.46,3474.3,408.0
2025-09-01 06:35:00,3474.14,3476.37,3473.15,3475.29,391.0
2025-09-01 06:40:00,3475.34,3475.34,3473.49,3474.04,317.0
2025-09-01 06:45:00,3474.03,3475.33,3473.91,3475.09,299.0
2025-09-01 06:50:00,3475.15,3475.48,3473.61,3473.94,324.0
2025-09-01 06:55:00,3473.91,3475.17,3473.73,3474.52,304.0
2025-09-01 07:00:00,3474.67,3475.44,3474.0,3474.22,309.0
2025-09-01 07:05:00,3474.22,3474.65,3473.74,3474.55,308.0
2025-09-01 07:10:00,3474.5,3475.49,3473.62,3474.82,311.0
2025-09-01 07:15:00,3474.9,3475.2,3473.96,3475.13,264.0
2025-09-01 07:20:00,3475.12,3478.31,3475.09,3478.31,346.0
2025-09-01 07:25:00,3478.16,3479.48,3473.05,3474.09,397.0
2025-09-01 07:30:00,3474.13,3474.13,3472.25,3473.56,322.0
2025-09-01 07:35:00,3473.49,3475.52,3473.48,3475.13,340.0
2025-09-01 07:40:00,3475.13,3475.47,3474.42,3474.86,342.0
2025-09-01 07:45:00,3474.82,3475.39,3474.51,3475.07,320.0
2025-09-01 07:50:00,3475.08,3475.98,3474.93,3475.73,268.0
2025-09-01 07:55:00,3475.72,3475.84,3475.07,3475.07,262.0
2025-09-01 08:00:00,3475.09,3477.09,3474.73,3476.82,321.0
2025-09-01 08:05:00,3476.8,3477.72,3476.47,3477.51,347.0
2025-09-01 08:10:00,3477.57,3478.06,3474.61,3474.62,364.0
2025-09-01 08:15:00,3474.55,3477.18,3474.45,3477.18,372.0
2025-09-01 08:20:00,3476.97,3477.99,3476.05,3476.71,374.0
2025-09-01 08:25:00,3476.72,3478.5,3476.49,3478.22,357.0
2025-09-01 08:30:00,3478.17,3480.76,3477.1,3480.68,399.0
2025-09-01 08:35:00,3480.58,3482.77,3476.7,3476.98,417.0
2025-09-01 08:40:00,3476.92,3476.99,3474.66,3476.32,426.0
2025-09-01 08:45:00,3476.61,3481.66,3476.46,3480.24,416.0
2025-09-01 08:50:00,3480.23,3481.25,3478.89,3479.93,352.0
2025-09-01 08:55:00,3479.98,3480.84,3477.37,3477.38,390.0
2025-09-01 09:00:00,3477.28,3480.56,3476.89,3478.64,378.0
2025-09-01 09:05:00,3478.8,3480.84,3478.37,3480.29,341.0
2025-09-01 09:10:00,3480.33,3483.26,3479.93,3482.28,398.0
2025-09-01 09:15:00,3482.29,3484.09,3481.47,3482.95,430.0
2025-09-01 09:20:00,3482.94,3486.22,3482.6,3485.88,405.0
2025-09-01 09:25:00,3485.91,3486.15,3484.48,3485.44,374.0
2025-09-01 09:30:00,3485.5,3487.24,3483.22,3487.05,428.0
