time,open,high,low,close,volume
2026-04-13 01:00:00,4723.61,4723.61,4585.32,4668.87,1863.0
2026-04-13 01:05:00,4669.3,4682.99,4666.08,4666.46,2146.0
2026-04-13 01:10:00,4666.46,4684.68,4665.95,4676.08,1909.0
2026-04-13 01:15:00,4676.74,4683.3,4668.74,4668.74,1738.0
2026-04-13 01:20:00,4668.72,4672.67,4654.49,4657.53,2094.0
2026-04-13 01:25:00,4657.53,4658.77,4644.42,4647.61,2279.0
2026-04-13 01:30:00,4647.61,4655.31,4645.13,4653.91,2107.0
2026-04-13 01:35:00,4654.01,4657.15,4650.65,4657.15,1403.0
2026-04-13 01:40:00,4657.16,4659.14,4651.09,4657.94,1256.0
2026-04-13 01:45:00,4657.94,4659.62,4651.67,4659.45,1292.0
2026-04-13 01:50:00,4659.44,4659.98,4654.7,4655.81,980.0
2026-04-13 01:55:00,4655.81,4660.51,4654.7,4659.08,1010.0
2026-04-13 02:00:00,4659.08,4660.66,4653.51,4659.12,1449.0
2026-04-13 02:05:00,4659.12,4659.49,4651.95,4656.72,1240.0
2026-04-13 02:10:00,4656.72,4659.71,4654.69,4659.52,1229.0
2026-04-13 02:15:00,4659.52,4659.85,4648.36,4652.03,1213.0
2026-04-13 02:20:00,4652.03,4652.14,4644.18,4647.07,1609.0
2026-04-13 02:25:00,4647.07,4654.24,4647.07,4653.41,1080.0
2026-04-13 02:30:00,4653.41,4656.42,4650.15,4655.19,1116.0
2026-04-13 02:35:00,4655.2,4660.34,4654.59,4657.97,944.0
2026-04-13 02:40:00,4657.97,4659.64,4654.26,4655.71,960.0
2026-04-13 02:45:00,4655.71,4661.1,4655.64,4660.16,1255.0
2026-04-13 02:50:00,4660.16,4671.35,4660.16,4667.01,1460.0
2026-04-13 02:55:00,4667.01,4671.92,4666.03,4671.35,1324.0
2026-04-13 03:00:00,4671.37,4672.33,4664.69,4668.34,1900.0
2026-04-13 03:05:00,4668.34,4672.09,4667.35,4671.45,1620.0
2026-04-13 03:10:00,4671.45,4673.26,4669.37,4672.31,1474.0
2026-04-13 03:15:00,4672.3,4676.13,4672.0,4673.36,1676.0
2026-04-13 03:20:00,4673.36,4674.83,4669.04,4672.84,1343.0
2026-04-13 03:25:00,4672.84,4675.72,4670.5,4672.96,1209.0
2026-04-13 03:30:00,4672.96,4680.81,4670.94,4680.1,1449.0
2026-04-13 03:35:00,4680.1,4682.96,4675.66,4677.29,1559.0
2026-04-13 03:40:00,4677.3,4682.0,4676.75,4678.43,1254.0
2026-04-13 03:45:00,4678.43,4687.16,4677.95,4687.11,1443.0
2026-04-13 03:50:00,4687.11,4691.34,4684.98,4689.67,1614.0
2026-04-13 03:55:00,4689.67,4698.52,4686.82,4695.64,1604.0
2026-04-13 04:00:00,4695.6,4709.11,4693.78,4704.35,2799.0
2026-04-13 04:05:00,4704.32,4708.57,4700.0,4707.84,2149.0
2026-04-13 04:10:00,4707.84,4719.37,4705.86,4715.24,2502.0
2026-04-13 04:15:00,4715.21,4717.91,4711.31,4716.55,2100.0
2026-04-13 04:20:00,4716.55,4721.49,4714.33,4715.73,1955.0
2026-04-13 04:25:00,4715.73,4720.43,4714.08,4717.37,1547.0
2026-04-13 04:30:00,4717.37,4721.27,4710.8,4721.23,1943.0
2026-04-13 04:35:00,4721.23,4721.46,4713.1,4717.08,1898.0
2026-04-13 04:40:00,4717.08,4718.83,4712.32,4714.24,1595.0
2026-04-13 04:45:00,4714.26,4718.08,4710.03,4714.9,1698.0
2026-04-13 04:50:00,4714.9,4723.68,4714.55,4722.35,1893.0
